zone_id,timestamp,temperature,humidity,air_pressure,dust_concentration,noise_level,light_intensity
Zone-B,2024-03-21 13:30:00,23.2,50.3,101.27,11.5,59.2,425.0
Zone-A,2024-03-21 14:00:00,21.0,52.7,101.05,12.5,63.6,564.0
Zone-B,2024-03-21 14:30:00,21.9,50.4,101.38,19.2,65.3,412.0
Zone-B,2024-03-21 15:00:00,22.2,54.3,101.43,15.6,66.1,408.0
Zone-B,2024-03-21 15:30:00,19.0,52.7,101.56,13.1,65.6,531.0
Zone-C,2024-03-21 16:00:00,24.5,49.8,101.45,21.0,64.2,503.0
Zone-B,2024-03-21 16:30:00,20.3,46.8,101.48,18.6,68.5,448.0
Zone-D,2024-03-21 17:00:00,21.7,51.4,100.84,16.4,70.6,557.0
Zone-A,2024-03-21 17:30:00,18.4,51.2,101.34,15.8,65.3,484.0
Zone-B,2024-03-21 18:00:00,18.5,50.9,101.43,13.3,68.8,418.0
Zone-B,2024-03-21 18:30:00,19.4,50.3,101.16,17.9,63.7,568.0
Zone-B,2024-03-21 19:00:00,20.9,50.4,100.9,14.8,65.2,560.0
Zone-C,2024-03-21 19:30:00,19.7,49.2,101.59,19.8,62.5,466.0
Zone-C,2024-03-21 20:00:00,19.5,43.6,101.22,13.1,71.2,517.0
Zone-D,2024-03-21 20:30:00,21.7,52.0,101.51,18.6,65.8,499.0
Zone-C,2024-03-21 21:00:00,22.2,49.8,101.19,18.1,64.4,449.0
Zone-C,2024-03-21 21:30:00,22.0,52.1,101.01,14.2,62.6,609.0
Zone-B,2024-03-21 22:00:00,22.1,54.7,101.35,16.0,64.8,489.0
Zone-B,2024-03-21 22:30:00,21.9,48.0,101.3,10.1,65.5,440.0
Zone-C,2024-03-21 23:00:00,22.1,51.0,101.58,16.0,64.2,469.0
Zone-B,2024-03-21 23:30:00,23.1,49.7,101.15,15.5,59.4,504.0
Zone-D,2024-03-22 00:00:00,20.8,49.0,101.7,13.5,67.4,552.0
Zone-C,2024-03-22 00:30:00,23.3,51.1,101.08,13.0,61.5,482.0
Zone-C,2024-03-22 01:00:00,21.5,47.3,101.41,13.5,63.9,422.0
Zone-D,2024-03-22 01:30:00,22.1,49.7,101.18,16.1,65.4,529.0
Zone-D,2024-03-22 02:00:00,22.9,52.1,101.63,15.4,62.2,479.0
Zone-A,2024-03-22 02:30:00,21.4,47.2,100.8,15.7,65.1,596.0
Zone-B,2024-03-22 03:00:00,24.8,52.0,101.41,12.5,65.6,494.0
Zone-C,2024-03-22 03:30:00,22.2,47.7,101.38,10.9,74.1,572.0
Zone-D,2024-03-22 04:00:00,24.0,46.2,100.98,15.8,64.1,592.0
Zone-D,2024-03-22 04:30:00,22.9,49.9,101.6,15.5,65.7,552.0
Zone-B,2024-03-22 05:00:00,21.0,53.1,101.41,12.2,70.9,477.0
Zone-C,2024-03-22 05:30:00,19.5,47.7,101.09,15.6,69.9,512.0
Zone-B,2024-03-22 06:00:00,24.4,53.2,100.77,17.7,63.3,526.0
Zone-A,2024-03-22 06:30:00,21.9,58.4,101.39,16.8,68.2,426.0
Zone-C,2024-03-22 07:00:00,23.6,49.4,101.16,17.5,60.5,547.0
Zone-B,2024-03-22 07:30:00,21.8,49.7,100.85,17.7,65.7,477.0
Zone-D,2024-03-22 08:00:00,20.6,52.3,101.37,15.0,62.0,515.0
Zone-D,2024-03-22 08:30:00,22.4,53.9,101.06,12.9,70.8,510.0
Zone-D,2024-03-22 09:00:00,22.4,52.9,101.66,11.5,71.5,498.0
Zone-B,2024-03-22 09:30:00,22.4,50.2,101.6,17.9,64.6,444.0
Zone-C,2024-03-22 10:00:00,21.6,46.0,101.48,13.0,64.7,559.0
Zone-C,2024-03-22 10:30:00,23.2,51.1,101.14,16.5,62.6,525.0
Zone-B,2024-03-22 11:00:00,20.0,53.6,101.34,15.0,66.2,494.0
Zone-D,2024-03-22 11:30:00,22.1,53.9,101.51,17.1,65.8,484.0
Zone-B,2024-03-22 12:00:00,23.6,47.3,101.66,17.1,68.5,523.0
Zone-C,2024-03-22 12:30:00,21.8,52.8,101.02,13.2,64.4,431.0
Zone-D,2024-03-22 13:00:00,23.0,53.8,100.96,13.8,64.5,516.0
Zone-A,2024-03-22 13:30:00,23.3,49.2,101.49,15.3,63.2,512.0
Zone-C,2024-03-22 14:00:00,20.1,49.2,101.26,13.2,72.6,565.0
Zone-B,2024-03-22 14:30:00,22.3,51.3,101.4,16.9,69.7,546.0
Zone-D,2024-03-22 15:00:00,19.0,52.5,101.13,13.3,67.9,407.0
Zone-D,2024-03-22 15:30:00,24.6,52.5,101.37,17.5,68.4,511.0
Zone-C,2024-03-22 16:00:00,23.2,47.1,101.46,16.8,69.3,509.0
Zone-C,2024-03-22 16:30:00,22.5,47.2,101.3,16.8,67.1,586.0
Zone-A,2024-03-22 17:00:00,22.7,49.7,101.41,13.3,69.0,465.0
Zone-C,2024-03-22 17:30:00,21.4,46.8,101.32,16.9,70.0,497.0
Zone-D,2024-03-22 18:00:00,21.7,42.0,101.34,15.1,65.0,575.0
Zone-D,2024-03-22 18:30:00,22.8,48.8,101.12,11.5,63.7,519.0
Zone-B,2024-03-22 19:00:00,18.8,49.6,101.46,11.9,64.5,450.0
Zone-C,2024-03-22 19:30:00,17.9,47.6,101.09,17.3,66.4,448.0
Zone-B,2024-03-22 20:00:00,23.9,52.2,101.25,16.0,62.2,377.0
Zone-A,2024-03-22 20:30:00,22.1,45.9,101.25,16.2,59.2,510.0
Zone-D,2024-03-22 21:00:00,23.2,43.8,101.44,20.7,64.2,537.0
Zone-D,2024-03-22 21:30:00,20.5,52.8,101.4,15.7,65.5,520.0
Zone-C,2024-03-22 22:00:00,21.9,47.1,101.27,14.9,61.5,494.0
Zone-A,2024-03-22 22:30:00,21.9,48.4,101.37,16.8,63.0,507.0
Zone-C,2024-03-22 23:00:00,23.4,47.0,100.97,12.2,66.6,477.0
Zone-D,2024-03-22 23:30:00,20.1,53.8,101.06,14.5,67.2,534.0
Zone-C,2024-03-23 00:00:00,22.6,48.0,101.41,15.0,66.2,569.0
Zone-B,2024-03-23 00:30:00,20.2,51.2,101.33,17.8,70.3,587.0
Zone-B,2024-03-23 01:00:00,23.3,48.2,101.22,17.2,61.1,488.0
Zone-D,2024-03-23 01:30:00,20.9,46.5,101.35,17.4,66.8,506.0
Zone-C,2024-03-23 02:00:00,21.5,48.4,101.47,13.5,63.4,521.0
Zone-B,2024-03-23 02:30:00,20.5,50.3,101.19,13.0,64.3,538.0
Zone-C,2024-03-23 03:00:00,22.3,50.9,101.45,16.9,64.5,528.0
Zone-D,2024-03-23 03:30:00,21.7,51.3,101.51,16.6,61.3,475.0
Zone-C,2024-03-23 04:00:00,23.0,43.5,101.36,15.8,73.2,522.0
Zone-D,2024-03-23 04:30:00,21.8,53.5,101.23,15.1,65.3,530.0
Zone-D,2024-03-23 05:00:00,20.6,52.5,101.19,21.2,60.5,462.0
Zone-C,2024-03-23 05:30:00,19.0,58.9,101.05,17.3,67.2,455.0
Zone-B,2024-03-23 06:00:00,23.2,46.8,101.14,10.3,67.0,402.0
Zone-C,2024-03-23 06:30:00,22.6,49.6,101.65,15.1,67.5,526.0
Zone-B,2024-03-23 07:00:00,21.8,53.3,101.38,17.7,62.2,526.0
Zone-D,2024-03-23 07:30:00,23.2,46.7,101.29,9.8,60.2,497.0
Zone-B,2024-03-23 08:00:00,24.7,55.6,101.24,12.1,67.8,400.0
Zone-C,2024-03-23 08:30:00,21.4,47.8,101.28,19.1,57.2,516.0
Zone-B,2024-03-23 09:00:00,22.5,49.8,101.36,16.5,65.5,398.0
Zone-B,2024-03-23 09:30:00,20.7,54.8,101.07,15.2,62.8,530.0
Zone-C,2024-03-23 10:00:00,21.7,52.0,101.38,13.8,58.3,457.0
Zone-B,2024-03-23 10:30:00,20.2,46.4,101.4,21.1,57.6,425.0
Zone-D,2024-03-23 11:00:00,22.3,49.2,101.39,14.9,69.0,529.0
Zone-D,2024-03-23 11:30:00,23.3,53.1,101.06,16.8,66.9,483.0
Zone-B,2024-03-23 12:00:00,21.5,49.0,101.12,10.9,71.4,554.0
Zone-C,2024-03-23 12:30:00,22.0,45.6,101.41,13.9,64.5,612.0
Zone-A,2024-03-23 13:00:00,24.8,42.9,101.37,15.5,66.1,472.0
Zone-C,2024-03-23 13:30:00,22.0,46.7,101.51,18.0,69.9,461.0
Zone-D,2024-03-23 14:00:00,22.4,56.1,101.16,12.0,65.9,558.0
Zone-A,2024-03-23 14:30:00,21.0,55.8,101.12,17.0,63.0,477.0
Zone-B,2024-03-23 15:00:00,23.2,49.4,101.0,12.6,67.2,520.0
Zone-D,2024-03-23 15:30:00,23.1,48.2,101.09,12.5,62.7,498.0
Zone-D,2024-03-23 16:00:00,20.2,53.2,101.4,12.4,64.4,456.0
Zone-B,2024-03-23 16:30:00,21.8,47.5,101.73,10.2,61.2,488.0
Zone-B,2024-03-23 17:00:00,22.1,50.3,101.48,16.3,62.2,553.0
Zone-C,2024-03-23 17:30:00,22.9,54.2,101.31,18.3,56.8,476.0
Zone-C,2024-03-23 18:00:00,20.6,52.1,101.15,17.9,67.4,470.0
Zone-B,2024-03-23 18:30:00,22.4,49.4,101.32,17.2,64.0,417.0
Zone-C,2024-03-23 19:00:00,22.9,53.2,100.96,14.9,62.2,556.0
Zone-D,2024-03-23 19:30:00,23.8,47.6,101.04,15.7,61.7,543.0
Zone-C,2024-03-23 20:00:00,21.8,54.8,101.63,19.7,66.2,453.0
Zone-D,2024-03-23 20:30:00,19.8,51.8,101.43,15.8,61.0,460.0
Zone-B,2024-03-23 21:00:00,22.1,48.2,101.14,12.1,64.6,490.0
Zone-A,2024-03-23 21:30:00,20.8,50.0,101.35,16.1,62.1,485.0
Zone-D,2024-03-23 22:00:00,22.0,50.4,101.03,14.0,66.8,470.0
Zone-A,2024-03-23 22:30:00,22.5,50.0,101.21,18.8,64.1,489.0
Zone-D,2024-03-23 23:00:00,21.3,54.4,101.58,18.4,67.6,456.0
Zone-B,2024-03-23 23:30:00,21.3,47.7,101.51,22.0,67.0,584.0
Zone-C,2024-03-24 00:00:00,22.7,51.0,101.18,16.8,67.7,553.0
Zone-D,2024-03-24 00:30:00,22.2,50.6,101.29,13.3,67.6,405.0
Zone-B,2024-03-24 01:00:00,19.5,48.4,101.05,18.3,63.7,544.0
Zone-A,2024-03-24 01:30:00,24.0,50.2,101.37,18.7,68.0,396.0
Zone-D,2024-03-24 02:00:00,21.4,51.5,101.34,12.0,59.9,531.0
Zone-A,2024-03-24 02:30:00,20.7,49.6,101.33,14.5,62.2,496.0
Zone-C,2024-03-24 03:00:00,21.2,55.0,101.34,22.7,61.0,485.0
Zone-B,2024-03-24 03:30:00,21.5,47.7,101.23,13.6,62.1,590.0
Zone-A,2024-03-24 04:00:00,21.9,52.8,101.5,19.3,62.1,563.0
Zone-A,2024-03-24 04:30:00,21.9,56.1,101.4,11.5,68.8,558.0
Zone-D,2024-03-24 05:00:00,20.1,52.2,101.62,16.4,62.1,551.0
Zone-B,2024-03-24 05:30:00,23.0,49.3,101.21,17.0,62.3,510.0
Zone-D,2024-03-24 06:00:00,23.8,54.6,101.19,10.2,62.9,541.0
Zone-A,2024-03-24 06:30:00,20.9,53.2,101.15,13.3,64.5,547.0
Zone-A,2024-03-24 07:00:00,19.6,50.8,101.35,12.0,66.1,491.0
Zone-B,2024-03-24 07:30:00,20.3,49.8,101.09,13.1,67.6,484.0
Zone-A,2024-03-24 08:00:00,23.3,49.5,101.11,16.4,66.7,438.0
Zone-D,2024-03-24 08:30:00,23.7,54.6,101.43,15.2,71.0,527.0
Zone-B,2024-03-24 09:00:00,22.3,55.1,101.62,10.7,63.5,529.0
Zone-D,2024-03-24 09:30:00,23.8,46.5,101.48,13.8,67.2,472.0
Zone-B,2024-03-24 10:00:00,18.5,44.7,101.07,13.2,65.0,474.0
Zone-D,2024-03-24 10:30:00,21.9,48.5,101.3,17.8,65.0,527.0
Zone-A,2024-03-24 11:00:00,23.1,49.5,100.94,15.8,63.0,543.0
Zone-D,2024-03-24 11:30:00,24.0,49.2,101.33,17.0,62.6,500.0
Zone-B,2024-03-24 12:00:00,19.7,53.1,101.64,15.3,62.7,513.0
Zone-A,2024-03-24 12:30:00,20.1,48.7,101.22,13.4,65.7,522.0
Zone-A,2024-03-24 13:00:00,22.0,52.7,101.38,13.5,64.7,496.0
Zone-C,2024-03-24 13:30:00,21.4,51.5,100.87,15.1,65.9,530.0
Zone-D,2024-03-24 14:00:00,23.7,49.6,101.47,16.8,65.8,430.0
Zone-D,2024-03-24 14:30:00,23.6,50.3,101.25,11.5,57.7,595.0
Zone-A,2024-03-24 15:00:00,22.5,46.7,101.05,14.2,67.4,532.0
Zone-B,2024-03-24 15:30:00,23.0,47.3,101.26,15.4,64.8,527.0
Zone-D,2024-03-24 16:00:00,24.4,50.6,101.18,10.6,65.5,467.0
Zone-C,2024-03-24 16:30:00,22.6,51.1,101.61,15.6,66.4,467.0
Zone-B,2024-03-24 17:00:00,19.9,53.2,101.54,14.0,59.2,568.0
Zone-A,2024-03-24 17:30:00,23.8,49.6,101.51,14.9,65.7,419.0
Zone-B,2024-03-24 18:00:00,23.8,44.7,101.64,20.5,57.3,578.0
Zone-A,2024-03-24 18:30:00,21.6,51.3,101.02,14.0,61.5,461.0
Zone-C,2024-03-24 19:00:00,23.8,53.0,101.46,13.4,62.9,418.0
Zone-D,2024-03-24 19:30:00,23.0,55.8,101.59,15.1,66.5,512.0
Zone-B,2024-03-24 20:00:00,23.4,55.2,101.19,13.4,64.1,498.0
Zone-C,2024-03-24 20:30:00,23.1,49.8,101.13,12.5,61.5,495.0
Zone-D,2024-03-24 21:00:00,23.6,51.3,101.41,11.7,61.5,509.0
Zone-D,2024-03-24 21:30:00,23.9,52.5,101.17,21.9,58.9,501.0
Zone-B,2024-03-24 22:00:00,22.2,49.4,101.41,14.4,60.5,496.0
Zone-C,2024-03-24 22:30:00,22.2,52.7,101.58,12.4,70.0,479.0
Zone-C,2024-03-24 23:00:00,21.2,48.8,100.91,13.7,68.9,524.0
Zone-B,2024-03-24 23:30:00,22.3,51.1,101.55,12.4,67.7,503.0
Zone-B,2024-03-25 00:00:00,20.8,51.4,101.32,12.6,61.8,478.0
Zone-D,2024-03-25 00:30:00,21.2,53.7,101.26,13.9,68.4,567.0
Zone-C,2024-03-25 01:00:00,20.8,46.3,101.4,14.4,63.4,552.0
Zone-C,2024-03-25 01:30:00,21.6,55.8,101.31,15.5,71.7,515.0
Zone-D,2024-03-25 02:00:00,20.9,46.9,101.21,15.7,67.7,425.0
Zone-B,2024-03-25 02:30:00,22.0,53.8,101.35,19.1,60.5,489.0
Zone-B,2024-03-25 03:00:00,22.2,51.7,101.13,16.2,66.5,496.0
Zone-A,2024-03-25 03:30:00,22.7,50.9,101.17,14.5,61.3,425.0
Zone-D,2024-03-25 04:00:00,22.4,44.3,101.25,16.2,65.0,609.0
Zone-B,2024-03-25 04:30:00,22.6,49.2,101.42,11.1,68.0,475.0
Zone-C,2024-03-25 05:00:00,23.7,51.2,101.43,13.3,61.6,442.0
Zone-A,2024-03-25 05:30:00,19.4,48.8,101.18,18.0,61.9,610.0
Zone-B,2024-03-25 06:00:00,20.5,47.3,101.0,15.0,64.0,495.0
Zone-D,2024-03-25 06:30:00,22.6,52.9,101.07,15.1,67.6,445.0
Zone-C,2024-03-25 07:00:00,26.1,57.0,101.28,11.7,62.1,512.0
Zone-A,2024-03-25 07:30:00,23.0,44.5,101.11,15.4,60.8,485.0
Zone-A,2024-03-25 08:00:00,22.6,49.5,101.15,15.3,66.5,454.0
Zone-B,2024-03-25 08:30:00,22.5,51.0,101.4,15.8,65.4,492.0
Zone-D,2024-03-25 09:00:00,21.6,52.2,101.28,16.6,66.6,453.0
Zone-D,2024-03-25 09:30:00,21.5,49.8,101.32,16.3,65.5,502.0
Zone-C,2024-03-25 10:00:00,21.3,53.2,101.37,14.7,63.8,514.0
Zone-D,2024-03-25 10:30:00,22.0,45.4,101.1,18.9,66.1,468.0
Zone-A,2024-03-25 11:00:00,21.4,47.4,101.2,18.1,64.5,542.0
Zone-D,2024-03-25 11:30:00,24.4,48.8,101.04,16.3,62.5,500.0
Zone-D,2024-03-25 12:00:00,22.3,55.6,101.36,13.6,66.9,541.0
Zone-A,2024-03-25 12:30:00,23.8,47.2,101.56,21.9,68.8,573.0
Zone-D,2024-03-25 13:00:00,21.3,55.1,101.2,14.9,63.6,471.0
Zone-B,2024-03-25 13:30:00,22.0,46.5,101.16,12.1,69.6,581.0
Zone-B,2024-03-25 14:00:00,25.8,49.8,101.31,17.3,61.2,451.0
Zone-C,2024-03-25 14:30:00,19.6,52.5,101.13,18.0,63.6,500.0
Zone-B,2024-03-25 15:00:00,21.7,50.6,101.2,18.1,64.5,518.0
Zone-A,2024-03-25 15:30:00,22.2,47.0,101.57,13.0,67.4,536.0
Zone-A,2024-03-25 16:00:00,19.8,49.5,101.42,14.1,64.6,511.0
Zone-A,2024-03-25 16:30:00,21.4,51.1,101.31,14.4,62.1,520.0
Zone-D,2024-03-25 17:00:00,18.4,50.8,101.3,12.6,60.8,521.0
Zone-A,2024-03-25 17:30:00,21.6,50.4,100.93,16.4,67.8,492.0
Zone-B,2024-03-25 18:00:00,20.7,51.3,101.24,17.6,65.1,393.0
Zone-C,2024-03-25 18:30:00,18.5,47.9,101.39,13.5,66.5,467.0
Zone-A,2024-03-25 19:00:00,25.1,49.4,101.35,12.1,63.7,525.0
Zone-A,2024-03-25 19:30:00,21.9,41.7,101.4,16.8,67.2,555.0
Zone-D,2024-03-25 20:00:00,22.3,57.2,101.35,8.1,65.7,556.0
Zone-B,2024-03-25 20:30:00,19.9,49.2,101.54,13.3,64.3,539.0
Zone-C,2024-03-25 21:00:00,20.1,50.0,101.11,14.2,65.7,553.0
Zone-A,2024-03-25 21:30:00,22.5,48.3,101.54,16.8,59.2,542.0
Zone-A,2024-03-25 22:00:00,22.1,49.9,101.54,14.4,67.7,564.0
Zone-B,2024-03-25 22:30:00,22.1,51.3,101.44,16.4,67.7,448.0
Zone-B,2024-03-25 23:00:00,21.0,46.2,101.64,10.0,69.0,524.0
Zone-B,2024-03-25 23:30:00,20.7,46.2,101.29,14.3,66.2,390.0
Zone-C,2024-03-26 00:00:00,21.7,47.4,101.56,16.2,63.5,571.0
Zone-C,2024-03-26 00:30:00,21.3,49.7,101.35,17.7,65.0,571.0
Zone-B,2024-03-26 01:00:00,21.4,47.1,101.62,14.1,66.8,538.0
Zone-D,2024-03-26 01:30:00,25.1,49.1,101.41,12.7,63.6,462.0
Zone-D,2024-03-26 02:00:00,23.3,52.8,101.37,12.7,63.0,465.0
Zone-D,2024-03-26 02:30:00,22.5,45.3,101.22,11.0,66.5,450.0
Zone-B,2024-03-26 03:00:00,24.9,53.1,101.28,16.2,66.4,452.0
Zone-C,2024-03-26 03:30:00,23.9,49.7,101.15,16.6,61.6,533.0
Zone-A,2024-03-26 04:00:00,22.5,48.0,101.49,17.1,64.0,527.0
Zone-C,2024-03-26 04:30:00,20.0,51.5,101.01,15.4,67.1,517.0
Zone-A,2024-03-26 05:00:00,24.3,47.6,101.38,8.6,63.5,485.0
Zone-C,2024-03-26 05:30:00,24.4,49.9,101.48,12.3,64.0,458.0
Zone-A,2024-03-26 06:00:00,20.5,47.2,101.18,21.1,64.8,432.0
Zone-A,2024-03-26 06:30:00,21.2,53.0,101.16,19.5,68.1,490.0
Zone-A,2024-03-26 07:00:00,21.0,47.1,101.34,16.2,69.0,518.0
Zone-D,2024-03-26 07:30:00,21.5,54.1,101.46,12.9,64.8,533.0
Zone-D,2024-03-26 08:00:00,22.5,47.0,101.34,13.0,65.2,435.0
Zone-B,2024-03-26 08:30:00,20.7,56.3,101.21,18.3,64.6,440.0
Zone-A,2024-03-26 09:00:00,20.4,47.6,101.73,14.3,65.5,534.0
Zone-A,2024-03-26 09:30:00,22.8,52.6,101.19,11.4,62.2,423.0
Zone-C,2024-03-26 10:00:00,21.2,38.8,101.44,16.7,62.1,431.0
Zone-A,2024-03-26 10:30:00,24.3,52.9,101.25,13.0,65.1,428.0
Zone-A,2024-03-26 11:00:00,22.4,46.4,100.82,12.6,62.0,590.0
Zone-D,2024-03-26 11:30:00,24.5,46.7,101.28,13.0,70.5,409.0
Zone-A,2024-03-26 12:00:00,22.7,53.8,101.19,15.1,68.2,445.0
Zone-C,2024-03-26 12:30:00,23.0,45.4,100.98,17.6,62.1,509.0
Zone-A,2024-03-26 13:00:00,20.2,50.8,100.97,18.9,67.4,470.0
Zone-A,2024-03-26 13:30:00,19.2,49.4,101.23,13.4,68.2,561.0
Zone-A,2024-03-26 14:00:00,22.6,54.5,100.74,14.1,63.9,542.0
Zone-C,2024-03-26 14:30:00,21.5,51.7,101.2,13.0,67.4,500.0
Zone-B,2024-03-26 15:00:00,22.5,46.3,101.44,11.8,70.1,487.0
Zone-A,2024-03-26 15:30:00,21.4,52.7,101.29,17.2,64.1,536.0
Zone-B,2024-03-26 16:00:00,21.9,52.6,101.53,10.2,66.1,591.0
Zone-D,2024-03-26 16:30:00,22.9,57.3,101.11,15.8,66.5,474.0
Zone-D,2024-03-26 17:00:00,20.1,56.5,101.52,16.7,65.1,507.0
Zone-A,2024-03-26 17:30:00,22.9,54.3,101.16,15.3,63.9,447.0
Zone-D,2024-03-26 18:00:00,21.1,50.6,101.24,15.1,67.2,558.0
Zone-A,2024-03-26 18:30:00,26.0,52.3,101.18,18.3,64.0,465.0
Zone-A,2024-03-26 19:00:00,22.9,54.2,101.18,15.9,66.4,453.0
Zone-A,2024-03-26 19:30:00,19.9,45.8,101.56,13.6,63.1,516.0
Zone-B,2024-03-26 20:00:00,24.0,46.5,100.92,19.4,66.5,446.0
Zone-C,2024-03-26 20:30:00,21.3,47.0,101.43,18.1,67.0,508.0
Zone-B,2024-03-26 21:00:00,22.6,47.8,101.21,15.0,64.2,500.0
Zone-A,2024-03-26 21:30:00,19.6,52.6,101.09,8.7,62.9,489.0
Zone-B,2024-03-26 22:00:00,25.0,48.5,101.34,16.0,60.5,495.0
Zone-C,2024-03-26 22:30:00,21.6,50.3,101.38,17.6,62.4,524.0
Zone-C,2024-03-26 23:00:00,20.9,47.3,101.65,9.6,63.5,511.0
Zone-C,2024-03-26 23:30:00,21.1,50.5,101.03,9.5,62.4,508.0
Zone-C,2024-03-27 00:00:00,21.7,51.9,101.02,13.3,64.8,452.0
Zone-B,2024-03-27 00:30:00,22.2,49.2,101.4,15.9,59.4,574.0
Zone-A,2024-03-27 01:00:00,18.7,45.3,101.29,15.9,64.2,473.0
Zone-B,2024-03-27 01:30:00,21.9,51.6,101.07,11.7,62.4,566.0
Zone-C,2024-03-27 02:00:00,22.6,51.7,101.62,17.4,65.5,578.0
Zone-B,2024-03-27 02:30:00,20.5,49.2,101.53,8.4,62.6,539.0
Zone-A,2024-03-27 03:00:00,22.2,51.5,100.92,12.5,66.9,455.0
Zone-D,2024-03-27 03:30:00,23.2,50.9,101.07,16.0,67.2,518.0
Zone-A,2024-03-27 04:00:00,22.8,44.8,101.75,23.5,69.3,506.0
Zone-D,2024-03-27 04:30:00,21.4,48.8,101.46,18.2,63.1,499.0
Zone-A,2024-03-27 05:00:00,23.9,49.7,101.32,19.1,68.6,540.0
Zone-D,2024-03-27 05:30:00,20.4,46.8,101.15,13.4,65.6,495.0
Zone-A,2024-03-27 06:00:00,21.8,49.2,101.12,13.6,72.3,535.0
Zone-B,2024-03-27 06:30:00,22.0,45.5,101.1,14.9,69.1,511.0
Zone-D,2024-03-27 07:00:00,22.3,53.3,101.11,19.2,63.8,558.0
Zone-A,2024-03-27 07:30:00,24.5,47.3,101.3,17.4,64.1,487.0
Zone-A,2024-03-27 08:00:00,21.4,44.4,101.51,12.0,58.1,552.0
Zone-C,2024-03-27 08:30:00,22.7,46.0,101.52,17.0,65.0,482.0
Zone-D,2024-03-27 09:00:00,21.8,50.6,101.14,18.4,66.7,493.0
Zone-A,2024-03-27 09:30:00,24.6,49.1,101.61,15.9,67.3,482.0
Zone-A,2024-03-27 10:00:00,19.2,51.4,101.06,13.2,65.2,468.0
Zone-D,2024-03-27 10:30:00,22.0,50.6,101.01,15.8,63.1,447.0
Zone-A,2024-03-27 11:00:00,19.0,45.3,101.3,15.1,66.6,586.0
Zone-B,2024-03-27 11:30:00,24.0,53.0,101.54,15.5,65.5,577.0
Zone-B,2024-03-27 12:00:00,22.3,50.7,101.53,14.2,64.6,432.0
Zone-A,2024-03-27 12:30:00,21.3,49.0,101.25,17.4,62.0,574.0
Zone-C,2024-03-27 13:00:00,18.9,51.8,101.46,17.1,68.3,489.0
Zone-A,2024-03-27 13:30:00,23.9,47.9,101.18,21.2,65.5,548.0
Zone-B,2024-03-27 14:00:00,22.7,52.2,100.9,16.1,65.0,549.0
Zone-C,2024-03-27 14:30:00,20.8,53.6,101.06,13.6,60.3,446.0
Zone-D,2024-03-27 15:00:00,22.0,54.1,101.31,11.1,58.7,534.0
Zone-A,2024-03-27 15:30:00,21.0,48.4,101.52,14.6,64.1,508.0
Zone-B,2024-03-27 16:00:00,24.2,50.8,100.87,12.5,64.1,543.0
Zone-A,2024-03-27 16:30:00,20.1,50.4,101.28,18.0,62.0,508.0
Zone-C,2024-03-27 17:00:00,24.3,52.7,101.42,14.1,65.5,494.0
Zone-A,2024-03-27 17:30:00,23.3,51.6,101.17,20.2,68.6,457.0
Zone-A,2024-03-27 18:00:00,21.5,49.5,101.46,12.6,63.0,544.0
Zone-B,2024-03-27 18:30:00,22.8,44.2,101.43,10.6,63.1,482.0
Zone-D,2024-03-27 19:00:00,21.3,48.1,101.09,16.5,60.2,473.0
Zone-C,2024-03-27 19:30:00,23.2,51.2,101.02,9.2,61.7,391.0
Zone-C,2024-03-27 20:00:00,22.1,48.6,101.22,16.5,67.6,512.0
Zone-B,2024-03-27 20:30:00,21.7,47.9,101.23,15.6,67.8,431.0
Zone-D,2024-03-27 21:00:00,20.3,50.0,100.88,15.9,68.2,618.0
Zone-A,2024-03-27 21:30:00,22.1,52.6,101.3,19.9,63.7,516.0
Zone-B,2024-03-27 22:00:00,22.9,51.2,101.15,10.9,68.1,513.0
Zone-D,2024-03-27 22:30:00,22.1,52.7,101.47,16.1,66.9,474.0
Zone-D,2024-03-27 23:00:00,22.8,45.3,101.3,17.2,62.8,507.0
Zone-C,2024-03-27 23:30:00,22.5,47.3,101.53,16.0,60.0,505.0
Zone-D,2024-03-28 00:00:00,24.2,50.0,101.17,13.4,64.5,439.0
Zone-D,2024-03-28 00:30:00,24.1,52.8,101.52,10.5,65.4,554.0
Zone-C,2024-03-28 01:00:00,20.6,49.8,101.08,17.5,64.4,495.0
Zone-D,2024-03-28 01:30:00,20.3,54.6,101.31,17.4,66.2,455.0
Zone-B,2024-03-28 02:00:00,19.5,49.4,101.52,9.1,70.8,542.0
Zone-A,2024-03-28 02:30:00,22.3,49.7,101.47,11.3,66.3,515.0
Zone-B,2024-03-28 03:00:00,24.7,48.9,101.31,14.8,63.4,574.0
Zone-A,2024-03-28 03:30:00,20.5,45.4,101.35,12.8,65.8,532.0
Zone-A,2024-03-28 04:00:00,22.2,50.1,100.89,16.7,65.6,594.0
Zone-D,2024-03-28 04:30:00,23.7,45.6,101.51,11.1,67.5,573.0
Zone-C,2024-03-28 05:00:00,24.8,48.8,101.44,18.0,66.4,416.0
Zone-A,2024-03-28 05:30:00,22.2,51.7,101.3,12.4,64.4,545.0
Zone-D,2024-03-28 06:00:00,22.6,51.4,101.25,16.3,58.7,498.0
Zone-A,2024-03-28 06:30:00,21.4,50.1,101.07,16.1,70.8,504.0
Zone-C,2024-03-28 07:00:00,22.1,57.5,101.11,16.5,69.7,480.0
